Text Length,Average Word Length,Max Word Length,% Special Characters,% Punctuation,Language,Sentiment,Subjectivity,Average Words Per Sentence,Reading Ease,Lexical Density
102,6.071428571428571,14,0.0,0.0392156862745098,en,0.0,0.0,14.0,101.982,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
173,4.666666666666667,10,0.0,0.023121387283236993,en,0.0,0.0,30.0,72.045,63.33
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
16,7.0,7,0.0,0.0625,,,,2.0,,100.0
87,5.071428571428571,10,0.0,0.034482758620689655,en,0.0,0.0,14.0,77.811,92.86
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
52,4.666666666666667,14,0.0,0.038461538461538464,en,0.0,0.0,9.0,47.3,100.0
106,4.888888888888889,14,0.0,0.009433962264150943,en,0.25,0.5,18.0,56.965,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
131,5.190476190476191,12,0.0,0.015267175572519083,en,0.0,0.1,21.0,36.463,95.24
164,5.666666666666667,11,0.0,0.03048780487804878,en,0.0,0.1,24.0,66.15,95.83
132,4.909090909090909,10,0.0,0.022727272727272728,en,0.0,0.5,22.0,57.605,95.45
99,4.588235294117647,10,0.0,0.050505050505050504,en,0.1,0.3,17.0,70.145,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
85,5.071428571428571,13,0.0,0.011764705882352941,en,0.0,0.1111111111111111,14.0,59.682,92.86
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
87,4.8,10,0.0,0.011494252873563218,en,-0.024999999999999994,0.325,15.0,44.97,100.0
120,5.666666666666667,12,0.0,0.008333333333333333,en,-0.06666666666666667,0.20000000000000004,18.0,52.265,100.0
134,5.894736842105263,12,0.0,0.029850746268656716,en,0.0,0.0,19.0,71.782,100.0
100,5.6,12,0.0,0.02,en,0.0,1.0,15.0,56.25,93.33
150,6.0,18,0.0,0.02666666666666667,en,0.0,0.19230769230769232,21.0,48.549,90.48
247,5.075,12,0.0,0.020242914979757085,en,-0.03,0.43,40.0,13.955,82.5
163,5.4,12,0.0,0.024539877300613498,en,0.0,0.1,25.0,49.484,96.0
86,6.083333333333333,12,0.0,0.023255813953488372,en,0.6,0.8,12.0,60.705,100.0
124,5.473684210526316,11,0.0,0.016129032258064516,en,0.03333333333333333,0.10833333333333334,19.0,58.424,94.74
92,4.055555555555555,7,0.0,0.021739130434782608,en,0.0,0.425,18.0,75.765,94.44
100,4.2631578947368425,9,0.0,0.01,en,0.0,0.0,19.0,45.066,89.47
134,4.038461538461538,10,0.0,0.029850746268656716,en,-0.3,0.4,26.0,60.053,92.31
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
112,5.166666666666667,10,0.0,0.017857142857142856,en,0.18888888888888888,0.4527777777777778,18.0,47.565,83.33
125,6.8125,13,0.0,0.008,en,0.1,0.275,16.0,63.695,100.0
107,4.888888888888889,8,0.0,0.018691588785046728,en,0.0,0.3,18.0,47.565,100.0
206,5.8,11,0.0,0.014563106796116505,en,0.0,0.0,30.0,29.745,96.67
135,5.090909090909091,10,0.0,0.014814814814814815,en,-0.05681818181818182,0.3522727272727273,22.0,19.15,86.36
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
185,4.966666666666667,15,0.0,0.03783783783783784,en,0.5,0.5,30.0,26.925,86.67
106,6.428571428571429,10,0.0,0.02830188679245283,en,0.0,0.4,14.0,77.811,100.0
186,5.133333333333334,14,0.0,0.016129032258064516,en,0.6,1.0,30.0,43.845,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
133,4.076923076923077,9,0.0,0.015037593984962405,en,0.3666666666666667,0.5416666666666666,26.0,30.768,80.77
337,5.529411764705882,12,0.0,0.01483679525222552,en,0.003333333333333327,0.47333333333333333,51.0,9.094,80.39
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
116,5.277777777777778,10,0.0,0.034482758620689655,en,0.08333333333333333,0.41666666666666663,18.0,56.965,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
79,6.181818181818182,12,0.0,0.012658227848101266,en,-0.0625,0.2375,11.0,49.543,100.0
113,5.875,14,0.0,0.035398230088495575,en,0.0,0.16666666666666666,16.0,74.27,87.5
135,5.380952380952381,10,0.0,0.014814814814814815,en,0.0,0.25,21.0,52.577,100.0
130,5.7894736842105265,14,0.0,0.015384615384615385,en,0.0,0.0,19.0,31.708,84.21
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
73,5.545454545454546,12,0.0,0.0273972602739726,en,0.3,0.0,11.0,64.925,100.0
91,7.090909090909091,11,0.0,0.03296703296703297,en,0.6000000000000001,0.8,11.0,80.306,100.0
93,5.2,14,0.0,0.010752688172043012,en,0.7,0.9,15.0,78.81,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
235,5.823529411764706,14,0.0,0.01702127659574468,en,0.15416666666666667,0.22083333333333333,34.0,40.449,79.41
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
151,5.208333333333333,11,0.0,0.019867549668874173,en,0.0,0.0,24.0,55.575,91.67
98,4.647058823529412,12,0.0,0.030612244897959183,en,0.16666666666666666,0.3333333333333333,17.0,55.215,100.0
259,6.166666666666667,13,0.0,0.007722007722007722,en,-0.09999999999999999,0.4000000000000001,36.0,33.995,86.11
143,5.761904761904762,13,0.0,0.013986013986013986,en,0.0,0.0,21.0,44.52,95.24
77,4.846153846153846,11,0.0,0.025974025974025976,en,-0.1,0.4,13.0,76.502,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
148,6.2,11,0.0,0.033783783783783786,en,0.11666666666666668,0.5166666666666667,20.0,63.865,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
129,6.055555555555555,14,0.0,0.023255813953488372,en,-0.0625,0.1875,18.0,42.865,94.44
207,5.645161290322581,10,0.0,0.00966183574879227,en,0.17857142857142858,0.2857142857142857,31.0,58.022,93.55
199,6.2592592592592595,14,0.0,0.020100502512562814,en,0.16666666666666666,0.30833333333333335,27.0,47.83,88.89
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
156,5.739130434782608,12,0.0,0.01282051282051282,en,0.03333333333333333,0.06666666666666667,23.0,54.751,100.0
330,5.352941176470588,14,0.0,0.021212121212121213,en,0.06666666666666667,0.30833333333333335,51.0,35.635,80.39
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
86,4.785714285714286,10,0.0,0.06976744186046512,en,0.36666666666666664,0.48333333333333334,14.0,95.939,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
214,5.242424242424242,11,0.0,0.04205607476635514,en,-0.02291666666666667,0.16041666666666668,33.0,60.54,90.91
249,5.230769230769231,10,0.0,0.028112449799196786,en,0.13333333333333333,0.375,39.0,26.25,87.18
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
175,5.178571428571429,10,0.0,0.017142857142857144,en,0.0,0.0,28.0,42.451,82.14
238,5.052631578947368,14,0.0,0.037815126050420166,en,0.0,0.4625,38.0,41.365,86.84
109,6.066666666666666,11,0.0,0.03669724770642202,en,0.0,0.0,15.0,50.61,93.33
127,5.1,10,0.0,0.047244094488188976,en,0.0,0.0,20.0,68.095,90.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
40,4.0,8,0.0,0.025,en,0.0,0.0,8.0,61.24,87.5
75,4.357142857142857,11,0.0,0.013333333333333334,en,0.1,0.1,14.0,41.554,100.0
147,5.809523809523809,11,0.0,0.034013605442176874,en,0.0,0.0,21.0,52.577,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
75,4.214285714285714,14,0.0,0.04,en,0.0,0.0,14.0,53.639,92.86
66,5.0,14,0.0,0.015151515151515152,en,0.0,0.0,11.0,49.543,100.0
124,6.235294117647059,11,0.0,0.016129032258064516,en,0.6,0.7,17.0,65.168,94.12
129,6.055555555555555,12,0.0,0.023255813953488372,en,0.38690476190476186,0.6761904761904761,18.0,61.665,100.0
161,5.541666666666667,14,0.0,0.031055900621118012,en,-0.15000000000000002,0.35,24.0,59.1,79.17
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
68,4.666666666666667,10,0.0,0.014705882352941176,en,0.10000000000000002,0.3833333333333333,12.0,46.605,100.0
98,5.714285714285714,10,0.0,0.05102040816326531,,,,14.0,,100.0
100,6.615384615384615,11,0.0,0.02,en,0.0,0.125,13.0,89.517,92.31
114,5.470588235294118,13,0.0,0.043859649122807015,en,-0.2,0.35,17.0,90.051,94.12
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
121,5.368421052631579,10,0.0,0.008264462809917356,en,0.05,0.55,19.0,67.329,94.74
142,5.090909090909091,11,0.0,0.06338028169014084,en,0.3,0.55,22.0,57.605,90.91
144,4.916666666666667,12,0.0,0.020833333333333332,en,0.0,0.0,24.0,48.525,83.33
274,5.560975609756097,15,0.0,0.021897810218978103,en,0.0,0.025641025641025644,41.0,31.098,73.17
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
246,5.102564102564102,13,0.0,0.036585365853658534,en,0.0,0.0,39.0,65.296,87.18
189,4.529411764705882,11,0.0,0.010582010582010581,en,0.0,0.0,34.0,40.449,88.24
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
101,4.555555555555555,9,0.0,0.019801980198019802,en,0.3,0.0,18.0,38.165,77.78
153,5.291666666666667,14,0.0,0.0196078431372549,en,0.0,0.0,24.0,59.1,91.67
236,5.571428571428571,14,0.0,0.029661016949152543,en,0.06875,0.21875,35.0,26.281,82.86
105,5.176470588235294,13,0.0,0.009523809523809525,en,0.0,0.25,17.0,45.262,94.12
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
139,6.2105263157894735,16,0.0,0.02158273381294964,en,0.3333333333333333,0.43333333333333335,19.0,62.876,94.74
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
121,4.9,10,0.0,0.03305785123966942,en,-0.04999999999999999,0.4,20.0,59.635,80.0
101,4.882352941176471,13,0.0,0.019801980198019802,en,0.0,0.0,17.0,75.121,94.12
173,4.862068965517241,12,0.0,0.023121387283236993,en,-0.04285714285714286,0.4642857142857143,29.0,34.455,82.76
90,5.428571428571429,10,0.0,0.011111111111111112,en,0.16,0.5399999999999999,14.0,53.639,100.0
38,5.333333333333333,11,0.0,0.02631578947368421,en,0.0,0.0,6.0,102.045,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
97,5.0,14,0.0,0.020618556701030927,en,0.0,0.0,16.0,37.258,75.0
168,6.173913043478261,13,0.0,0.023809523809523808,en,0.35,0.575,23.0,51.073,82.61
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
121,5.315789473684211,10,0.0,0.01652892561983471,en,0.0,0.0,19.0,53.971,78.95
114,4.090909090909091,9,0.0,0.02631578947368421,en,0.0,0.75,22.0,69.141,95.45
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
90,4.6875,9,0.0,0.0,en,0.45,0.75,16.0,26.683,93.75
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
74,5.166666666666667,10,0.0,0.013513513513513514,en,1.0,1.0,12.0,39.555,91.67
93,4.8125,11,0.0,0.010752688172043012,en,0.16666666666666666,0.3333333333333333,16.0,42.545,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
97,4.9375,10,0.0,0.030927835051546393,en,0.0,0.4,16.0,47.833,87.5
129,6.055555555555555,15,0.0,0.023255813953488372,en,-0.15555555555555559,0.2888888888888889,18.0,89.865,94.44
104,6.285714285714286,15,0.0,0.028846153846153848,en,0.0,0.0,14.0,47.596,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
74,3.933333333333333,10,0.0,0.013513513513513514,en,0.0,0.0,15.0,33.69,100.0
107,5.625,12,0.0,0.018691588785046728,en,0.1,0.2125,16.0,68.983,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
95,6.153846153846154,11,0.0,0.031578947368421054,en,0.0,0.0,13.0,63.486,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
142,5.130434782608695,11,0.0,0.014084507042253521,en,0.04545454545454545,0.5848484848484848,23.0,69.464,95.65
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
152,5.166666666666667,14,0.0,0.03289473684210526,en,-0.125,0.375,24.0,66.15,83.33
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
97,5.0625,14,0.0,0.010309278350515464,en,0.25,0.25,16.0,42.545,93.75
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
112,5.222222222222222,11,0.0,0.008928571428571428,en,0.10909090909090909,0.3151515151515151,18.0,47.565,88.89
102,5.8,12,0.0,0.00980392156862745,en,0.0,0.0,15.0,39.33,100.0
158,5.954545454545454,13,0.0,0.0379746835443038,,,,22.0,,90.91
8,3.0,4,0.0,0.125,,,,2.0,,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
89,5.846153846153846,12,0.0,0.011235955056179775,en,0.5,0.5,13.0,56.978,100.0
128,4.681818181818182,11,0.0,0.03125,en,0.5,0.5,22.0,76.832,86.36
120,5.2105263157894735,12,0.0,0.025,en,0.0,0.0,19.0,89.592,94.74
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
233,5.1891891891891895,12,0.0,0.02145922746781116,en,0.25,0.5,37.0,59.529,75.68
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
74,4.285714285714286,9,0.0,0.013513513513513514,en,0.0,0.3125,14.0,35.511,92.86
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
148,5.304347826086956,14,0.0,0.02702702702702703,en,-0.2,0.5,23.0,58.429,91.3
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
156,4.703703703703703,13,0.0,0.019230769230769232,en,0.55,0.75,27.0,44.697,88.89
107,5.625,11,0.0,0.018691588785046728,en,-0.10833333333333334,0.35833333333333334,16.0,53.12,87.5
70,5.363636363636363,11,0.0,0.014285714285714285,en,0.0,0.1,11.0,72.615,100.0
157,4.7407407407407405,10,0.0,0.01910828025477707,en,0.0,1.0,27.0,22.763,85.19
149,5.333333333333333,12,0.013422818791946308,0.06711409395973154,en,0.0,0.0,21.0,84.806,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
65,4.909090909090909,11,0.0,0.015384615384615385,en,0.0,0.0,11.0,18.779,90.91
119,4.9,11,0.0,0.01680672268907563,en,0.0,1.0,20.0,51.175,75.0
189,4.696969696969697,11,0.0,0.010582010582010581,en,0.025,0.175,33.0,32.34,81.82
216,5.53125,11,0.0,0.037037037037037035,en,0.0,0.0,32.0,58.03,90.62
127,5.05,11,0.007874015748031496,0.031496062992125984,en,0.25,0.3333333333333333,20.0,51.175,90.0
137,5.85,13,0.0,0.0072992700729927005,en,-0.03181818181818183,0.22727272727272727,20.0,42.715,95.0
151,6.0,12,0.006622516556291391,0.019867549668874173,en,0.3,0.5,21.0,56.606,95.24
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
91,4.4375,9,0.01098901098901099,0.03296703296703297,en,0.0,0.75,16.0,74.27,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
58,5.444444444444445,11,0.0,0.017241379310344827,en,-0.1,0.5,9.0,84.9,100.0
87,4.8,11,0.0,0.011494252873563218,en,-0.0062500000000000056,0.40625,15.0,67.53,93.33
136,5.181818181818182,12,0.0,0.007352941176470588,en,0.5,0.5,22.0,42.223,86.36
65,4.7272727272727275,10,0.0,0.046153846153846156,en,0.0,0.0,11.0,34.161,90.91
6,5.0,5,0.0,0.16666666666666666,fr,,,1.0,,100.0
9,7.0,7,0.0,0.2222222222222222,,,,1.0,,100.0
126,4.681818181818182,9,0.0,0.015873015873015872,en,-0.09375,0.75,22.0,53.76,95.45
102,4.1,9,0.0,0.00980392156862745,en,0.0,0.5,20.0,34.255,90.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
96,5.333333333333333,13,0.0,0.020833333333333332,en,0.0,0.3125,15.0,73.17,100.0
100,4.2105263157894735,10,0.0,0.02,en,0.5,0.8888888888888888,19.0,71.782,89.47
143,4.384615384615385,9,0.0,0.027972027972027972,en,0.0,0.75,26.0,66.56,92.31
194,4.361111111111111,10,0.0,0.010309278350515464,en,-0.3,0.4,36.0,43.395,83.33
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
72,6.1,9,0.0,0.027777777777777776,en,0.0,0.0,10.0,61.325,100.0
156,5.695652173913044,15,0.0,0.019230769230769232,en,0.1875,0.75,23.0,40.038,86.96
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
187,5.344827586206897,13,0.0,0.0213903743315508,en,0.0,0.25,29.0,46.124,82.76
145,5.666666666666667,14,0.0,0.041379310344827586,en,0.0,0.0,21.0,60.634,95.24
166,5.3076923076923075,12,0.0,0.018072289156626505,en,0.0,0.1,26.0,53.545,84.62
116,6.1875,12,0.0,0.017241379310344827,en,0.0,0.0,16.0,68.983,100.0
97,5.0625,9,0.0,0.010309278350515464,en,-0.1,0.05,16.0,63.695,100.0
88,5.615384615384615,11,0.0,0.03409090909090909,en,0.0,0.45,13.0,76.502,100.0
148,4.88,11,0.0,0.013513513513513514,en,0.6,1.0,25.0,73.172,100.0
176,4.516129032258065,9,0.0,0.03409090909090909,en,0.0,0.0,31.0,55.293,93.55
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
178,4.645161290322581,10,0.0,0.02247191011235955,en,0.0,0.5,31.0,49.835,83.87
169,6.636363636363637,15,0.0,0.011834319526627219,en,0.425,0.6333333333333333,22.0,61.45,100.0
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
98,5.533333333333333,13,0.0,0.01020408163265306,en,0.0,0.0,15.0,22.41,93.33
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
172,4.566666666666666,10,0.0,0.03488372093023256,en,-0.09999999999999999,0.3833333333333333,30.0,63.585,93.33
139,4.3076923076923075,9,0.0,0.014388489208633094,en,-0.22499999999999998,0.4,26.0,63.307,96.15
195,6.037037037037037,15,0.0,0.03076923076923077,en,-0.125,0.3125,27.0,50.963,92.59
152,5.565217391304348,12,0.0,0.013157894736842105,en,0.2333333333333333,0.5666666666666667,23.0,58.429,95.65
4,4.0,4,0.0,0.0,en,0.0,0.0,1.0,121.22,100.0
126,4.208333333333333,9,0.0,0.015873015873015872,en,0.0,0.0,24.0,27.375,87.5
146,5.0,11,0.0,0.02054794520547945,en,0.2,0.26666666666666666,24.0,34.425,79.17
75,4.357142857142857,9,0.0,0.013333333333333334,en,0.0,0.0,14.0,59.682,92.86
235,5.243243243243243,12,0.0,0.02127659574468085,en,0.0,0.0,37.0,57.242,83.78
