,Text Length,Average Word Length,Max Word Length,% Special Characters,Language,Sentiment,Subjectivity,Toxicity,Fluency,Formality,train_test_split
167,20,3.2,5,0.05,en,-0.25,0.5,0.01641804724931717,0.7268989086151123,0.023182570934295654,Train
171,85,5.615384615384615,10,0.07058823529411765,en,0.0,0.0,0.45788294076919556,0.37487441301345825,0.030415654182434082,Train
172,18,5.333333333333333,8,0.0,tl,0.0,0.0,0.42552879452705383,0.9825525283813477,0.7039977312088013,Train
173,140,4.423076923076923,10,0.007142857142857143,en,-0.6625,0.6,0.8194775581359863,0.2150549292564392,0.17341256141662598,Train
174,47,4.333333333333333,8,0.0851063829787234,en,0.0,0.0,0.0012225836981087923,0.9758428931236267,0.17852503061294556,Train
175,104,4.526315789473684,12,0.04807692307692308,en,0.3819444444444444,0.5,0.004956964869052172,0.7799434065818787,0.6209613680839539,Train
176,57,6.125,10,0.05263157894736842,en,0.30000000000000004,0.45,0.0007123943651095033,0.6711203455924988,0.27597010135650635,Train
177,90,3.736842105263158,8,0.022222222222222223,en,0.3666666666666667,0.3,0.0010744736064225435,0.9539551138877869,0.22424787282943726,Train
180,65,5.0,9,0.046153846153846156,en,0.0,0.0,0.026458920910954475,0.754860520362854,0.11705821752548218,Train
182,103,4.473684210526316,8,0.06796116504854369,en,-0.5,1.0,0.0012000815477222204,0.5171463489532471,0.1595878005027771,Train
183,133,3.962962962962963,12,0.022556390977443608,en,0.3625,0.5,0.002554090693593025,0.7270197868347168,0.5329654216766357,Train
184,126,4.291666666666667,8,0.007936507936507936,en,-0.3333333333333333,0.6,0.9924688935279846,0.4573426842689514,0.06089669466018677,Train
185,86,4.4375,8,0.05813953488372093,en,-0.35,0.4375,0.7685695290565491,0.8721685409545898,0.1189529299736023,Train
186,34,6.0,9,0.058823529411764705,en,0.0,0.0,0.01077704131603241,0.9198672771453857,0.14911586046218872,Train
189,94,5.785714285714286,10,0.0425531914893617,en,-0.23333333333333334,0.45,0.06800535321235657,0.7342982292175293,0.2728617787361145,Train
190,87,4.176470588235294,8,0.022988505747126436,en,0.7,0.6000000000000001,0.0006328530726023018,0.06467437744140625,0.264870822429657,Train
193,99,3.5454545454545454,7,0.030303030303030304,en,-0.21666666666666667,0.8333333333333334,0.015387157909572124,0.31545889377593994,0.24108970165252686,Train
194,91,4.75,13,0.03296703296703297,en,0.0,0.0,0.000703429919667542,0.8131165504455566,0.37235355377197266,Train
196,73,5.166666666666667,10,0.0821917808219178,en,0.35,0.6,0.0007131538004614413,0.732833743095398,0.2079843282699585,Train
197,111,3.869565217391304,5,0.05405405405405406,en,0.625,0.8888888888888888,0.04860776662826538,0.11832565069198608,0.05006599426269531,Train
198,30,4.166666666666667,8,0.0,en,0.0,0.0,0.06528686732053757,0.10518443584442139,0.38100308179855347,Train
201,53,4.4,11,0.11320754716981132,en,0.0,0.1,0.06391225010156631,0.8109623789787292,0.02672022581100464,Train
202,85,5.142857142857143,10,0.03529411764705882,en,0.0,0.0,0.005463380366563797,0.651388943195343,0.6753354668617249,Train
203,98,3.95,9,0.04081632653061224,en,0.165,0.3275,0.0077143567614257336,0.04850989580154419,0.24125134944915771,Train
204,80,3.764705882352941,8,0.0375,en,0.0,0.0,0.014141160994768143,0.8316879868507385,0.021171987056732178,Train
205,139,5.363636363636363,16,0.02877697841726619,en,0.13636363636363635,0.45454545454545453,0.0012025245232507586,0.9078562259674072,0.21922904253005981,Train
206,60,5.1,9,0.08333333333333333,en,1.0,1.0,0.011585861444473267,0.9774211049079895,0.16377323865890503,Train
207,115,4.043478260869565,11,0.043478260869565216,en,-0.2652777777777778,0.4444444444444444,0.2820240557193756,0.0880054235458374,0.10999089479446411,Train
208,111,4.090909090909091,7,0.036036036036036036,en,-0.3,0.6,0.07921650260686874,0.6280682682991028,0.228562593460083,Train
209,117,6.25,17,0.06837606837606838,en,-0.15625,0.39375,0.988846480846405,0.3085157871246338,0.0398220419883728,Train
210,41,6.0,10,0.12195121951219512,en,0.0,0.0,0.08502852916717529,0.06005549430847168,0.14655476808547974,Train
211,137,4.75,10,0.072992700729927,en,-1.0,1.0,0.0014692650875076652,0.08073955774307251,0.2638772130012512,Train
217,46,4.222222222222222,8,0.043478260869565216,en,0.0,0.0,0.07684984058141708,0.799255907535553,0.020632386207580566,Train
218,15,7.0,7,0.06666666666666667,af,0.0,0.0,0.001424781628884375,0.12505048513412476,0.11846655607223511,Train
219,57,4.2727272727272725,10,0.03508771929824561,en,0.0,0.0,0.021413618698716164,0.6247137784957886,0.15598905086517334,Train
221,18,5.0,5,0.05555555555555555,cy,0.0,0.0,0.6001405715942383,0.6824088096618652,0.16365528106689453,Train
222,115,4.2727272727272725,10,0.02608695652173913,en,0.07666666666666666,0.5,0.0006820919224992394,0.6104066967964172,0.45549362897872925,Train
225,11,5.0,5,0.09090909090909091,en,0.0,0.0,0.5950695872306824,0.7480669617652893,0.1770274043083191,Train
227,148,5.7727272727272725,24,0.06756756756756757,en,0.4681818181818182,0.7272727272727273,0.0006808985490351915,0.44084811210632324,0.1616920828819275,Train
229,121,3.88,7,0.01652892561983471,en,-0.125,0.375,0.6338163614273071,0.5592343211174011,0.4438309669494629,Train
230,84,5.071428571428571,11,0.011904761904761904,en,-1.0,1.0,0.04942888766527176,0.05348825454711914,0.11766135692596436,Train
231,136,4.956521739130435,14,0.051470588235294115,en,0.0,0.125,0.256599485874176,0.8406196236610413,0.27710092067718506,Train
232,53,3.5,6,0.018867924528301886,en,0.2,0.2,0.028147198259830475,0.9177751541137695,0.04550653696060181,Train
234,39,4.714285714285714,7,0.10256410256410256,tl,-0.3,0.5666666666666667,0.04492317512631416,0.921974778175354,0.09342610836029053,Train
236,127,3.740740740740741,8,0.031496062992125984,en,-0.5,1.0,0.058267202228307724,0.9492223262786865,0.6481384038925171,Train
240,113,4.428571428571429,12,0.017699115044247787,en,-0.6999999999999998,0.6666666666666666,0.05203165113925934,0.8655566573143005,0.0674789547920227,Train
242,128,3.9615384615384617,8,0.0390625,en,-0.0625,0.5833333333333334,0.25564610958099365,0.6287751197814941,0.12272912263870239,Train
244,36,4.285714285714286,7,0.08333333333333333,en,0.18333333333333335,0.41666666666666663,0.000840645341668278,0.6249010562896729,0.14891791343688965,Train
245,47,4.875,11,0.0425531914893617,en,0.0,0.0,0.0005762007785961032,0.9248371720314026,0.45559632778167725,Train
246,38,3.875,7,0.05263157894736842,en,0.0,0.0,0.0014112492790445685,0.3557922840118408,0.11820733547210693,Train
247,41,7.4,10,0.12195121951219512,en,-0.6,0.9,0.03414053097367287,0.8643743395805359,0.1718531847000122,Train
248,71,5.545454545454546,14,0.028169014084507043,en,0.0,0.0,0.9937806725502014,0.3603614568710327,0.00842273235321045,Train
249,110,5.0,10,0.1,en,-0.2333333333333333,0.5666666666666668,0.01755276508629322,0.8678687810897827,0.31581705808639526,Train
250,94,5.785714285714286,11,0.11702127659574468,en,0.0,0.0,0.007691297680139542,0.8408709168434143,0.14333468675613403,Train
251,81,5.833333333333333,11,0.12345679012345678,en,0.0,0.0,0.007596596609801054,0.642896294593811,0.03890711069107056,Train
256,81,4.125,7,0.024691358024691357,en,0.65,0.625,0.08636151254177094,0.21829557418823242,0.11339735984802246,Train
257,121,4.304347826086956,12,0.0743801652892562,en,-0.033333333333333326,0.43333333333333335,0.0009725313284434378,0.642368495464325,0.019083917140960693,Train
258,97,5.533333333333333,13,0.05154639175257732,en,0.0,0.0,0.000696522940415889,0.8546369671821594,0.23953187465667725,Train
259,102,3.6363636363636362,8,0.029411764705882353,en,0.0,0.0,0.9574377536773682,0.6828896403312683,0.042116641998291016,Train
260,23,5.0,8,0.0,en,-0.5,1.0,0.5921003818511963,0.9833182096481323,0.9416171312332153,Train
265,56,4.7,11,0.0,en,0.0,0.0,0.002123673213645816,0.9766724109649658,0.9963685274124146,Train
266,56,3.75,8,0.03571428571428571,en,-0.1,0.2,0.027112813666462898,0.1664654016494751,0.34337151050567627,Train
267,139,7.75,25,0.09352517985611511,en,-0.4333333333333333,0.5555555555555555,0.09270550310611725,0.8817813992500305,0.2751060128211975,Train
270,47,4.333333333333333,8,0.06382978723404255,en,1.0,1.0,0.0005603376193903387,0.6002662777900696,0.7566550970077515,Train
271,116,5.5,10,0.0603448275862069,en,0.0,0.5,0.1055055633187294,0.9632349610328674,0.8317283391952515,Train
272,141,4.68,11,0.02127659574468085,en,0.0,0.0,0.023782076314091682,0.31521934270858765,0.11573708057403564,Train
274,118,4.409090909090909,8,0.06779661016949153,en,0.0,0.0,0.0014914944767951965,0.745200514793396,0.7394428849220276,Train
275,125,4.478260869565218,12,0.032,en,0.16,0.5399999999999999,0.0007566537824459374,0.34343528747558594,0.22263050079345703,Train
279,52,6.571428571428571,11,0.057692307692307696,en,0.0,0.0,0.000690952583681792,0.9757948517799377,0.08352422714233398,Train
280,63,3.923076923076923,11,0.015873015873015872,en,0.0,0.0,0.06919612735509872,0.24296528100967407,0.04079854488372803,Train
281,73,3.625,7,0.0821917808219178,en,-0.35714285714285715,0.7678571428571428,0.2608073949813843,0.5834930539131165,0.018915951251983643,Train
282,75,4.066666666666666,9,0.05333333333333334,en,0.0,0.0,0.0010302916634827852,0.3596044182777405,0.13085848093032837,Train
285,104,4.833333333333333,12,0.057692307692307696,en,0.0,0.5,0.03657635673880577,0.7088363766670227,0.006975769996643066,Train
286,134,6.9411764705882355,13,0.04477611940298507,en,-0.3333333333333333,0.13333333333333333,0.1938759833574295,0.5556020140647888,0.4533257484436035,Train
289,115,4.523809523809524,11,0.034782608695652174,en,0.45,0.625,0.0006028348580002785,0.8849450349807739,0.39160752296447754,Train
290,132,4.782608695652174,11,0.015151515151515152,en,-0.10000000000000002,0.16666666666666666,0.5985882878303528,0.2636513113975525,0.48288190364837646,Train
294,128,7.0625,16,0.0546875,en,-0.03181818181818183,0.45,0.0064477454870939255,0.11274540424346924,0.5134745240211487,Train
295,131,6.277777777777778,16,0.0916030534351145,en,0.0,0.0,0.00086942408233881,0.7605116963386536,0.2271983027458191,Train
297,33,4.666666666666667,7,0.12121212121212122,en,0.0,0.0,0.04513675346970558,0.4901997447013855,0.009826183319091797,Train
299,47,3.8,7,0.02127659574468085,en,0.2,0.6,0.04574968293309212,0.4093729853630066,0.013575613498687744,Train
300,96,3.85,8,0.03125,en,-0.5666666666666665,0.5555555555555555,0.626474142074585,0.7470104694366455,0.014698565006256104,Train
301,26,3.5,5,0.0,en,0.0,0.0,0.021287968382239342,0.9468850493431091,0.8585160374641418,Train
303,114,5.052631578947368,11,0.02631578947368421,en,-0.16666666666666666,0.5,0.022360200062394142,0.8969547748565674,0.3918529152870178,Train
305,104,7.076923076923077,15,0.057692307692307696,en,0.25,0.4166666666666667,0.11902493238449097,0.701057493686676,0.28673845529556274,Train
307,55,6.0,17,0.07272727272727272,en,0.0,0.0,0.0012141227489337325,0.9257381558418274,0.251509428024292,Train
309,86,4.375,9,0.08139534883720931,en,-0.08919270833333331,0.7916666666666666,0.15613137185573578,0.6080837845802307,0.011549234390258789,Train
314,33,4.666666666666667,6,0.06060606060606061,en,-0.75,0.7,0.993705689907074,0.029206275939941406,0.05097377300262451,Train
315,140,5.714285714285714,11,0.08571428571428572,en,0.25,0.30000000000000004,0.0056381914764642715,0.5512049794197083,0.14890056848526,Train
318,47,4.333333333333333,9,0.02127659574468085,en,-0.24999999999999997,0.2,0.015566524118185043,0.6805558800697327,0.9632649421691895,Train
319,102,4.421052631578948,12,0.049019607843137254,en,-0.6499999999999999,0.7833333333333333,0.010681582614779472,0.9477161169052124,0.35486000776290894,Train
320,137,4.52,11,0.043795620437956206,en,-0.5,0.4,0.0008017427753657103,0.8399114608764648,0.9642210006713867,Train
322,111,4.894736842105263,25,0.07207207207207207,en,0.5,0.5,0.0015020916471257806,0.8140925168991089,0.2554265856742859,Train
323,133,3.7857142857142856,10,0.045112781954887216,en,-0.4375,0.75,0.8584141135215759,0.8303272724151611,0.3212977647781372,Train
324,71,5.545454545454546,10,0.08450704225352113,en,1.0,1.0,0.002019492443650961,0.962888777256012,0.14517945051193237,Train
325,139,5.666666666666667,13,0.05755395683453238,en,0.0,0.0,0.0011348369298502803,0.8715434074401855,0.26615333557128906,Train
326,113,4.428571428571429,9,0.0,en,-0.20833333333333331,0.37916666666666665,0.8490548133850098,0.6543301343917847,0.3027667999267578,Train
327,64,3.642857142857143,7,0.0625,en,-0.58310546875,0.7,0.9342161417007446,0.8927863240242004,0.006079673767089844,Train
328,76,4.133333333333334,14,0.039473684210526314,en,0.0,0.0,0.8649945259094238,0.9719090461730957,0.25375932455062866,Train
330,127,4.12,8,0.047244094488188976,en,-0.40476190476190466,0.7341269841269841,0.8657675385475159,0.8104947805404663,0.2987169623374939,Train
331,129,6.588235294117647,13,0.07751937984496124,en,-0.403125,0.578125,0.011592240072786808,0.8311403393745422,0.04344409704208374,Train
332,122,4.3478260869565215,9,0.02459016393442623,en,0.13333333333333333,0.26666666666666666,0.0023636287078261375,0.86248779296875,0.3611699342727661,Train
333,64,4.416666666666667,9,0.046875,en,0.0,0.0,0.005289662629365921,0.9293202757835388,0.1948302984237671,Train
336,101,5.375,12,0.0594059405940594,en,0.19999999999999998,0.5666666666666668,0.9661729335784912,0.7642364501953125,0.17855757474899292,Train
337,69,3.6666666666666665,6,0.014492753623188406,en,0.0,0.06666666666666667,0.1706339716911316,0.1969684362411499,0.5673925876617432,Train
338,101,4.666666666666667,11,0.039603960396039604,en,-0.7,0.2,0.010856823064386845,0.9404708743095398,0.9901906251907349,Train
339,88,4.933333333333334,9,0.045454545454545456,en,0.0,0.1,0.1603112667798996,0.44300758838653564,0.03442114591598511,Train
340,126,4.521739130434782,9,0.047619047619047616,en,0.0,0.0,0.4040016531944275,0.8341830372810364,0.4507836699485779,Train
341,60,4.545454545454546,9,0.08333333333333333,en,0.0,0.0,0.02300460822880268,0.8294393420219421,0.1016007661819458,Train
342,128,7.6,21,0.1015625,en,0.0,0.0,0.0007374411798082292,0.894604504108429,0.7162386775016785,Train
343,95,5.4,11,0.08421052631578947,en,0.0,0.0,0.005961639806628227,0.939626932144165,0.02188974618911743,Train
345,123,4.083333333333333,9,0.056910569105691054,en,0.3571428571428571,0.5357142857142857,0.7235952615737915,0.5554338693618774,0.4978947043418884,Train
346,78,4.642857142857143,8,0.02564102564102564,en,-0.15,0.6,0.005691919010132551,0.5673913955688477,0.5259374380111694,Train
347,98,4.5,8,0.0,en,-0.11249999999999999,0.3916666666666667,0.8333605527877808,0.9471598267555237,0.3812951445579529,Train
348,121,5.1,13,0.049586776859504134,en,0.09999999999999999,0.47500000000000003,0.07035103440284729,0.5109114050865173,0.13479483127593994,Train
350,131,5.0,13,0.04580152671755725,en,0.16666666666666666,0.5666666666666668,0.0009594104485586286,0.8699811697006226,0.6404271125793457,Train
351,75,5.333333333333333,10,0.013333333333333334,en,-0.2,0.1,0.0009094943525269628,0.1818966269493103,0.3814852833747864,Train
354,115,3.8333333333333335,8,0.017391304347826087,en,0.6,0.55,0.01756538450717926,0.1980372667312622,0.03773343563079834,Train
355,146,4.068965517241379,6,0.03424657534246575,en,-0.08333333333333333,0.7166666666666667,0.02212805300951004,0.6503877639770508,0.2518541216850281,Train
357,125,4.25,11,0.08,en,0.65,0.85,0.040064238011837006,0.8644955158233643,0.15280407667160034,Train
358,87,4.5,14,0.05747126436781609,en,0.0,0.4,0.06790903955698013,0.8692259788513184,0.18284130096435547,Train
359,54,6.857142857142857,15,0.07407407407407407,en,0.3,0.1,0.06592969596385956,0.4759184718132019,0.03586453199386597,Train
360,114,4.476190476190476,10,0.008771929824561403,en,-0.0625,0.6875,0.9751972556114197,0.9230164289474487,0.11079138517379761,Train
361,131,4.739130434782608,8,0.022900763358778626,en,-0.08055555555555555,0.6138888888888889,0.3090314269065857,0.9522427320480347,0.3132399916648865,Train
